:START_ID,:END_ID,:TYPE,subject_entity,object_entity,source_type
SUBJECT_CONTENT_REQUEST,EMAIL,PROTECT,ORG,ORG,News
PAT_GELSINGER,CNBC,TELL,PERSON,ORG,News
SALES,REVENUE,BOOST,PRODUCT,PRODUCT,News
EVS,SALES,DOMINATE,PERSON,PRODUCT,News
TESLA,MONEY,SPEND,PRODUCT,ORG,News
CHIP_SHORTAGES,SONY,PLAGUE,PERSON,ORG,News
EARNINGS,SONY,REPORT,ORG,ORG,News
BROWN,EATON,TELL,PERSON,ORG,News
JESSICA_CALDWELL,THE_PHILADELPHIA_INQUIRER,TELL,PERSON,ORG,News
USDOT,RESEARCH,CONDUCT,ORG,ORG,News
MANUFACTURERS,NHTSA,CERTIFY,ORG,ORG,News
NHTSA,FMVSS_NOS,AMEND,ORG,ORG,News
GOOGLE,FEATURES,COLLECT,ORG,ORG,News
"27,505.50",BITCOIN,TRADE,PRODUCT,GPE,News
CHINA,COVID19,LOCKDOWN,GPE,PERSON,News
HANNES_NIEDERHAUSER,ST_GROUP,JOIN,PERSON,ORG,News
FRATZKE,BUSINESS,SLOW,ORG,GPE,News
DEMAND,VOLKSWAGEN_GROUP,SELL,ORG,ORG,News
REVENUE,4.5,INCREASE,PRODUCT,PRODUCT,News
CHINA,SHANGHAI,LOCK,GPE,GPE,News
BLACKBURNS_TWITTER,LINKEDIN,LIST,GPE,PERSON,News
BLOOMBERG_NEWSSTARBUCKS,RUSSIA,EXIT,ORG,GPE,News
INTEL,CAPACITY,CREATE,ORG,ORG,News
LOGISTICS,INNE,CONCENTRATE,ORG,GPE,News
CHIP_SHORTAGES,EVERYONE,AFFECT,PERSON,ORG,News
INNES,TECHCRUNCH,TELL,ORG,ORG,News
INNE,USERS,TELL,GPE,ORG,News
USERS,CHALLENGES,UNDERSTAND,ORG,PERSON,News
LEXISNEXIS_RISK_SOLUTIONS,INSIGHTS,PROVIDE,ORG,ORG,News
BUSINESSES,RISK,REDUCE,PERSON,PRODUCT,News
NVIDIA,ARM,ACQUIRE,ORG,ORG,News
INDUSTRY,JOBS,CREATE,ORG,PERSON,News
FORD,MONEY,WASTE,ORG,ORG,News
KFC,PSYDUCK,HANDING,ORG,PRODUCT,News
INFLATION,UKRAINE,STOKE,ORG,GPE,News
INTEL,TECHCRUNCH,TELL,ORG,ORG,News
TECHCRUNCH,ESFARJANI,TELL,ORG,PERSON,News
CHINAS,AUTHORITIES,IMPOSE,ORG,ORG,News
STELLANTIS_STLA.MI,CHIPS,SHIP,ORG,ORG,News
CUSTOMERS,INSIDER_CUSTOMERSRE,TELL,ORG,PERSON,News
FORRESTERS_CHHABRA,SYMANTEC,ACQUIRE,ORG,ORG,News
2023,SALES,GROW,PRODUCT,PRODUCT,News
2023,EARNINGS,GROW,PRODUCT,ORG,News
2021,ALPHABET,GENERATE,PRODUCT,ORG,News
MUSK,WORKERS,HIRE,ORG,ORG,News
MUSK,SANDBULTE,DISMISS,ORG,ORG,News
TESLA,SIGNS,STOP,PRODUCT,PERSON,News
MUSK,EMPLOYEES,TELL,ORG,ORG,News
CONSUMERS,EDMUNDS.COM,WANT,GPE,ORG,News
INC._REPORT,TESLA,CHALLENGE,ORG,PRODUCT,News
JIM_FARLEY,TESLA,MOCK,PERSON,PRODUCT,News
THE_F150_LIGHTNING,POWER,DELIVER,PRODUCT,GPE,News
FIRMS,RUSSIA,QUIT,ORG,GPE,News
TAIWAN,CHIPS,NEE,GPE,ORG,News
THE_UNITED_STATES,U.S.,RESTRICT,GPE,GPE,News
WALMART,GOODS,CLEAR,ORG,ORG,News
DENSO_CORP_6902.T,SEMICONDUCTORS,SELL,ORG,GPE,News
KATO,BLOOMBERG,CITE,PERSON,PERSON,News
GLOBAL_CHIP_SHORTAGE,COMPANIES,PLAGUE,ORG,ORG,News
CHIPMAKERS,CUSTOMERS,TURN,PRODUCT,ORG,News
INC._REPORT,NOTHING,SPEND,ORG,GPE,News
TESLA,VEHICLES,DELIVER,PRODUCT,GPE,News
FED,INFLATION,REIN,ORG,ORG,News
THE_CENTRAL_BANK,INFLATION,BRING,ORG,ORG,News
PIPE_OBVIOUSLY,DONT,DISTRACT,ORG,ORG,News
ROGER,TECHCRUNCH,TELL,PERSON,ORG,News
2021,THE_PROXY,RELEASE,PRODUCT,ORG,News
GOVERNMENTS,FIRMS,TREAT,NORP,ORG,News
RUSSIA,CRIMEA,INVADE,GPE,GPE,News
INTEL,THE_US,HELP,ORG,ORG,News
CHINA,INVESTMENT,POUR,GPE,ORG,News
BRIGHTDROP,FEDEX_BRIGHTDROP,PROVIDE,ORG,ORG,News
CARS.COM,VEHICLES,RANK,ORG,GPE,News
FORD,EVS,OFFER,ORG,PERSON,News
INSIDER,DATA,COMB,PERSON,ORG,News
BARRONS,INTEL,CONFIRM,PRODUCT,ORG,News
OHIO,INTEL,ENVISION,GPE,ORG,News
GLOBITECH,TEXAS,SELECT,ORG,GPE,News
EAP,SIGNS,STOP,ORG,PERSON,News
SAMSUNG,LEADERSHIP,DEMONSTRATE,ORG,ORG,News
FORD,7201.T,REPORT,ORG,PERSON,News
MICRON,CHIPMAKERS,INCLUDE,ORG,PRODUCT,News
REPUBLICANS,DEMOCRATS,DITCH,NORP,NORP,News
THE_EUS_MARKETS,COMPANIES,OBTAIN,ORG,ORG,News
COMPANIES,WORKERS,LAY,ORG,ORG,News
2021,THE_TESLA_MODEL_3,RANK,PRODUCT,PRODUCT,News
ENGINEERS,PRODUCTS,FIND,ORG,ORG,News
KLAUSNER,VENTUREBEAT,TELL,PERSON,ORG,News
ENGINEERS,CIRCUITS,LIE,ORG,GPE,News
REPUBLICANS,BIDEN,BLAME,NORP,PERSON,News
INOUE,REUTERS,TELL,ORG,ORG,News
BUYING,EVS,LEASE,NORP,PERSON,News
MERCEDESBENZ,MERCEDESBENZ_ECLASS,OFFER,ORG,ORG,News
MANUFACTURERS,CHIPS,USE,ORG,ORG,News
TAIPEI,COMPANIES,PROHIBIT,ORG,ORG,News
SPAIN,BANKS,TAX,GPE,ORG,News
FOXCONN,REUTERS,REFER,GPE,ORG,News
CONSUMERS,INFLATION,FACE,GPE,ORG,News
TESLA,LAYOFFS,ANNOUNCE,PRODUCT,ORG,News
TESLA,RESTRUCTURING,ANNOUNCE,PRODUCT,PERSON,News
SUPPLY,DEMAND,EXCEED,ORG,ORG,News
AMERICANS,FOOD,BUY,NORP,ORG,News
KELVIN_PANG,CHIPS,BUY,PERSON,ORG,News
AMERICAS_FRONTIER_FUND,INVESTMENT,RESTORE,ORG,ORG,News
BARRA,ELON_MUSK,BEAT,ORG,PERSON,News
TESLA,LAYOFFS,START,PRODUCT,ORG,News
FOXCONN,SERVICES,PROVIDE,GPE,ORG,News
BELL,WORKERS,SHIFT,ORG,ORG,News
THE_U.S.,UKRAINE,DEFEND,ORG,GPE,News
TESLA,REVENUE,GROW,PRODUCT,PRODUCT,News
CHIPS_ACT,CONGRESS,PASS,PRODUCT,ORG,News
CRYPTOCURRENCY,SOMETHING,BE,NORP,PERSON,News
AUTONATION,CALIFORNIABASED_CIG_FINANCIAL,ACQUIRE,ORG,ORG,News
INSIDER,CHRISTENSEN,TELL,PERSON,PERSON,News
SHIBATA,EMPLOYEES,THANK,PERSON,ORG,News
IFS,VALUE,PROVIDE,ORG,PERSON,News
GENERAL_MOTORS,SPENDING,CURB,ORG,GPE,News
CONSUMERS,VEHICLES,LEASE,GPE,GPE,News
CERANS,VOLKSWAGEN_ID.4,CHECK,NORP,ORG,News
CHINA,BILLIONS,INVEST,GPE,GPE,News
MANCHIN,BUILD,SUPPORT,PERSON,PERSON,News
NXP,DEMAND,REPORT,ORG,ORG,News
MOTORS_CO_GM.N,SPENDING,CURB,PERSON,GPE,News
SPACE,INNOVATION,DEVELOP,PERSON,NORP,News
BIDEN,RALA,MEET,PERSON,GPE,News
COMPANIES,CHIPS,PRODUCE,ORG,ORG,News
PALKHIWALA,MARKETWATCH,TELL,GPE,ORG,News
FINNEGAN,SEC_INFO,LAUNCH,GPE,ORG,News
CHIPS,TSMC,PRODUCE,ORG,ORG,News
CHINA,RESEARCH,COMPETE,GPE,ORG,News
CHINARE,RESEARCH,COMPETE,PERSON,ORG,News
FORD,THE_F150_LIGHTNING,JUSTLAUNCHE,ORG,ORG,News
JUNE,APPLE,POST,PRODUCT,ORG,News
INFLATION,INDEPENDENTS,MOTIVATE,ORG,NORP,News
JNICHOLSONINDC,SUSAN_COLLINS,TELL,PERSON,PERSON,News
CONSUMERS,POWER,PURCHASE,GPE,GPE,News
JOHNSON,INSIDER,TELL,PERSON,PERSON,News
BUSINESSES,PRODUCTS,PROVIDE,PERSON,ORG,News
BUSINESSES,SERVICES,PROVIDE,PERSON,ORG,News
TIMES,STOCKS,BUY,ORG,PERSON,News
TIMES,STOCKS,SELL,ORG,PERSON,News
THE_JUSTICE_DEPARTMENT,TRUMP,INDICT,ORG,ORG,News
THE_REPUBLICAN_PARTY,THE_WHITE_HOUSE,WIN,ORG,ORG,News
HAJE,HUMANFOREST,LOVE,ORG,ORG,News
JETBLUE,SPIRIT,ACQUIRE,ORG,PERSON,News
APPLE,PROGRAM,HIRE,ORG,ORG,News
GENERAL_MOTORS,THINGS,KICK,ORG,GPE,News
RAIMONDO,POMPEO,RECALL,PERSON,GPE,News
BIDEN,RAIMONDO,TELL,PERSON,PERSON,News
AMD,AMD_5,DELIVER,ORG,ORG,News
CAPACITY,REUTERS,PUT,ORG,ORG,News
NINTENDO,SEMICONDUCTORS,PROCURE,NORP,GPE,News
CHAIR_MARK_LIU,CNN,TELL,PERSON,ORG,News
MEHROTRA,THE_POST,TELL,PERSON,ORG,News
CAPACITY,TECHNOLOGIES,EXPAND,ORG,ORG,News
TRATON_8TRA.DE,EARNINGS,REPORT,PERSON,ORG,News
INTEL,OREGON,PASS,ORG,GPE,News
OHIO,INTEL,SUPPORT,GPE,ORG,News
CHINA,COMPANIES,PREVENT,GPE,ORG,News
RESEARCH,INNOVATION,FUEL,ORG,NORP,News
CARRIE,HGTV,WATCH,PERSON,ORG,News
THE_U.S.,COVID19,HIT,ORG,PERSON,News
NUMBERS,CONCERNS,RAISE,ORG,PERSON,News
DRURY,RESEARCH,COMPLETE,ORG,ORG,News
AMAZON,ROOMBA,FAVOR,ORG,PERSON,News
BATTERIES,EVS,POWER,GPE,PERSON,News
THE_U.S.,BATTERIES,COME,ORG,GPE,News
RESEARCH,PRIORITY,BE,ORG,ORG,News
RESEARCH,INVESTMENT,BE,ORG,ORG,News
INNOVATION,PRIORITY,BE,NORP,ORG,News
INNOVATION,INVESTMENT,BE,NORP,ORG,News
INTEL,OHIOS,BUILD,ORG,GPE,News
OHIO,INTEL,LURE,GPE,ORG,News
INTEL,COMPANIES,OFFER,ORG,ORG,News
CUSTOMERS,TIMES,EXPERIENCE,ORG,ORG,News
BRINKMAN,AUDI_MCKINNEY,USE,PERSON,PERSON,News
CUSTOMERS,HUTH,TELL,ORG,PERSON,News
TESLA,CHINA,ENTER,PRODUCT,GPE,News
2022,GROWTH,REPEAT,PRODUCT,ORG,News
PROTOCOL,XING,TELL,GPE,PERSON,News
RETAILERS,INVENTORIES,REPLENISH,PERSON,ORG,News
MANUFACTURERS,INVENTORIES,REPLENISH,ORG,ORG,News
RIVIAN,CUSTOMERS,LOSE,NORP,ORG,News
CHINA,SEMICONDUCTORS,USE,GPE,GPE,News
CHANG,TSMC,FOUND,PERSON,ORG,News
CHANG,REUTERS,TELL,PERSON,ORG,News
CHINA,ENGINEERS,RECRUIT,GPE,ORG,News
RILEY,100,PAY,ORG,PRODUCT,News
DEALERSHIPS,VEHICLES,BUY,PERSON,GPE,News
WHEELS,SOMETHING,TRY,ORG,PERSON,News
MARC_LORE,STARTUP,SELL,ORG,PERSON,News
PARTNERS,TESLA,LAND,ORG,PRODUCT,News
AVIV,SPARKCHARGE,START,ORG,ORG,News
CSAA,RICK_ASTLEY,FILM,ORG,PERSON,News
INVESTMENT,JACKSON_COUNTY,LOSE,ORG,GPE,News
FORD,SUPPLIERS,SWITCH,ORG,NORP,News
INTEL,CONTROL,RETAIN,ORG,ORG,News
LIGHTNINGS,FORD,DELIVER,PERSON,ORG,News
SWITZERLAND,AMERICA,SCOLD,GPE,GPE,News
DEMAND,SUPPLY,EXCEED,ORG,ORG,News
CALIFORNIA,THE_UNITED_STATES,LEAD,GPE,GPE,News
THE_STATE,VEHICLES,SELL,GPE,GPE,News
RANDY,MACRO_MUSINGS,JOIN,PERSON,PERSON,News
PAUL_ONEILL,BRADY,ASK,PERSON,PERSON,News
MANUFACTURERS,RESEARCH,NEE,ORG,ORG,News
SKYWATER,INDIANA,SELECT,ORG,GPE,News
OHIO,TAIWAN_SEMICONDUCTOR_MANUFACTURING_COMPANY,OFFER,GPE,ORG,News
MANUFACTURING,CALIFORNIA,ORIENT,ORG,GPE,News
UTILITIES,POWER,SELL,ORG,GPE,News
COMPANIES,CASH,FIND,ORG,PERSON,News
BERLIN,CUSTOMERS,SHIELD,GPE,ORG,News
BERLIN,BUSINESSES,SHIELD,GPE,PERSON,News
JACKSON_HOLE,CHAIR_JEROME_POWELL,SPEAK,ORG,PERSON,News
VISIBILITY,TOOLS,PROVIDE,ORG,GPE,News
COMPANIES,PRODUCTS,SOURCE,ORG,ORG,News
HOUSES,POWER,RESTORE,ORG,GPE,News
BUSINESSES,POWER,RESTORE,PERSON,GPE,News
CUSTOMERS,DATA,SERVE,ORG,ORG,News
CUSTOMERS,DATA,TRACK,ORG,ORG,News
BAIN,COMPANIES,REMIND,GPE,ORG,News
THE_U.S.,TAIWAN,DEFEND,ORG,GPE,News
TAIWAN,CHINA,INVADE,GPE,GPE,News
FORD,VEHICLES,BUILD,ORG,GPE,News
FORD,EARNINGS,CHANGE,ORG,ORG,News
CUSTOMERS,VEHICLES,DELIVER,ORG,GPE,News
THE_U.S.,CAPACITY,BUILD,ORG,ORG,News
STELLANTIS_N.V._REPORT,PRICE,SUGGEST,ORG,PERSON,News
FORDS_F,PRICE,SUGGEST,PRODUCT,PERSON,News
GENERAL_MOTORS,PRICE,SUGGEST,ORG,PERSON,News
UTILITIES,VEHICLES,POWER,ORG,GPE,News
REINARTS,VEHICLES,NEE,ORG,GPE,News
CONSUMERS,WORKING,FACILITATE,GPE,ORG,News
GENERAL_MOTORS,5.7,LOSE,ORG,PRODUCT,News
CUSTOMERS,INVENTORY,BUILD,ORG,ORG,News
GEARS,CONSUMERS,CHANGE,ORG,GPE,News
FORD,EXPLORERS,BUILD,ORG,PRODUCT,News
EVS,CHALLENGES,FACE,PERSON,PERSON,News
SUPPLIERS,MICRON,BRING,NORP,ORG,News
SCHUMER,THE_ASSOCIATED_PRESS,TELL,PERSON,ORG,News
RIVERBED,BUSINESS,LOSE,PERSON,GPE,News
FORD_F,CONSUMERS,HIT,ORG,GPE,News
FORD_F,BUYERS,HIT,ORG,ORG,News
INVENTORY,SUPPLIERS,LOAD,ORG,NORP,News
THE_UNITED_STATES,SEMICONDUCTORS,PRODUCE,GPE,GPE,News
RUSSIANS,CHIPS,CLAWING,NORP,ORG,News
GERMANYS_HARTING,COMPANIES,INCLUDE,PERSON,ORG,News
2019,COMPANIES,ACQUIRE,PRODUCT,ORG,News
CHINA,TECHNOLOGIES,TRANSFER,GPE,ORG,News
GIOVANNI_VELEZ,THESTREET,TELL,PERSON,NORP,News
BANKS,THESTREET,TELL,ORG,NORP,News
EARNINGS,TSM,REPORT,ORG,ORG,News
RISK,POLICYMAKERS,SLOW,PRODUCT,ORG,News
HORIZON,SOMETHING,DELIVER,PRODUCT,PERSON,News
GLOBAL_CHIP_SHORTAGE,MANUFACTURERS,LEAVE,ORG,ORG,News
THE_U.S.,CHINA,PREVENT,ORG,GPE,News
CHIPS,MANUFACTURING,MEASURE,ORG,ORG,News
BRINKMANS,CUSTOM_ALARM,INCLUDE,NORP,PERSON,News
TESLA,SALES,GROW,PRODUCT,PRODUCT,News
CHINA,TAIWAN,CLAIM,GPE,GPE,News
STEPS,TAIWAN,ANNEX,PERSON,GPE,News
CHINA,THE_US,SLAP,GPE,ORG,News
MCKENZIE,BIDENS,TELL,PERSON,PERSON,News
THE_WHITE_HOUSE,MANCHIN,EXCORIATE,ORG,PERSON,News
DONILON,AIDES,WORRY,PERSON,PERSON,News
STEPS,AIDES,ATTRIBUTE,PERSON,PERSON,News
LAYOFFS,THE_COMPANY,PLAN,ORG,ORG,News
RETAILERS,MANUFACTURERS,DELIVER,PERSON,ORG,News
NVIDIA,CHIPMAKERS,INCLUDE,ORG,PRODUCT,News
INTEL,GELSINGER,HIRE,ORG,PERSON,News
GELSINGER,INTEL,RUN,PERSON,ORG,News
GELSINGER,INTEL,SUCCEED,PERSON,ORG,News
INTEL,GELSINGER,LEAVE,ORG,PERSON,News
GELSINGER,EMPLOYEES,TELL,PERSON,ORG,News
ACTIONS,EMPLOYEES,ADDRESS,PERSON,ORG,News
MANUFACTURERS,TIMES,TACKLE,ORG,ORG,News
CHINA,TECH,PRIORITIZE,GPE,ORG,News
CHINA,INNOVATION,PRIORITIZE,GPE,NORP,News
CHINA,EXECUTIVES,LOSE,GPE,ORG,News
BUSINESSES,MONEY,BORROW,PERSON,ORG,News
BUSINESS,INVESTMENT,REQUIRE,GPE,ORG,News
INDUSTRY,INVESTMENT,REQUIRE,ORG,ORG,News
TOURISM,BUSINESSES,ATTACH,NORP,PERSON,News
MASSACHUSETTS,FIELDS,KNOW,GPE,ORG,News
TOPICS,RISKS,INCLUDE,ORG,PRODUCT,News
NINTENDO,FEWER_SWITCH_CONSOLES,SELL,NORP,ORG,News
COMPANIES,IOT,ROLL,ORG,ORG,News
SCALE,IOT,DEPLOY,ORG,ORG,News
ONOMONDO,GROWTH,DRIVE,ORG,ORG,News
RECENT_FEDERAL_RESERVE,INFLATION,REIN,ORG,ORG,News
CUSTOMERS,ANALOG,MIND,ORG,ORG,News
THE_NETHERLANDS,PHILIPS,BASE,GPE,GPE,News
PHILIPS,USERS,REGISTER,GPE,ORG,News
BILLIONS,FORD,SPEND,GPE,ORG,News
REVENUE,FUN,BE,PRODUCT,PERSON,News
REVENUE,CUSTOMERS,LOSE,PRODUCT,ORG,News
CHIPS,INNOVATION,BRING,ORG,NORP,News
MONEY,THE_COMMISSION,EARMARK,ORG,ORG,News
LORA_DICARLOS,TECHCRUNCH,TELL,PERSON,ORG,News
RAIMONDO,KELLY,JOIN,PERSON,PERSON,News
TAIWAN,TSMC,PRODUCE,GPE,ORG,News
CALIFORNIABASED_AMD,SHARE,GAIN,ORG,ORG,News
AMD,EARNINGS,MISS,ORG,ORG,News
NVIDIA,EARNINGS,ANNOUNCE,ORG,ORG,News
MICROSOFT,EARNINGS,REPORT,ORG,ORG,News
UPS,REVENUE,POST,ORG,PRODUCT,News
WINDOWS,MICROSOFT_CORP.,CARRY,PRODUCT,ORG,News
MOORHEAD,BUSINESS_INSIDER,TELL,ORG,ORG,News
BUSINESS_INSIDER,MOORHEAD,TELL,ORG,ORG,News
SWAN,MOORHEAD,TELL,PERSON,ORG,News
APPLE,EXECUTIVES,SEND,ORG,ORG,News
INTEL,GROWTH,MEET,ORG,ORG,News
HUAWEIS,BUSINESS,SMARTPHONE,NORP,GPE,News
BOOT_CAMP,ARMPOWERED_MACS,SUPPORT,PRODUCT,PERSON,News
THE_MOTLEY_FOOL,INTEL,RECOMMEND,ORG,ORG,News
GLOBALFOUNDRIES,CAPACITY,EXPAND,ORG,ORG,News
HUAWEI,HONOR,SELL,GPE,ORG,News
FORD,TIME,SCHEDULE,ORG,ORG,News
YOUTUBE,TRUMP,SUSPEND,ORG,ORG,News
HUAWEI,CHIPS,STOCKPILE,GPE,ORG,News
COMPANIES,CHIPS,WEIGH,ORG,ORG,News
TOYOTA_MOTOR_CORP.,LINES,HALT,ORG,GPE,News
TAIWANS_ECONOMICS_MINISTRY,TAIPEI_REUTERS,TELL,ORG,ORG,News
GERMANY,TAIWAN,PERSUADE,GPE,GPE,News
TAIWANS_ECONOMICS_MINISTRY,REUTERS,TELL,ORG,ORG,News
EARNINGS,MICROSOFT_CORP,REPORT,ORG,ORG,News
BYD,BATTERIES,PRODUCE,ORG,GPE,News
COMPANIES,WORKING,REMOTE,ORG,ORG,News
TSMC,NEWS,OUTSOURCE,ORG,ORG,News
THE_EUROPEAN_UNION,TAIWAN,INCREASE,ORG,GPE,News
TOKYO,TSMC,ATTRACT,GPE,ORG,News
MAZDA_MOTOR_CORP_CX5,MODELS,INCLUDE,ORG,PERSON,News
GOOGLE_MAPS,INFORMATION,OFFER,PERSON,ORG,News
DRIVERS,APPS,ACCESS,PERSON,ORG,News
FORD_MOTOR_CO.,TEAM_UPSHIFT,CREATE,ORG,ORG,News
QUALCOMM,BUSINESSES,BUILDING,PERSON,PERSON,News
BUSINESSES,CHIPS,SUPPLY,PERSON,ORG,News
PALKHIWALA,REUTERS,TELL,GPE,ORG,News
FORDS,EARNINGS,PROJECT,NORP,ORG,News
THE_UNITED_STATES,TAIWAN,THANK,GPE,GPE,News
TSMC,COMPANIES,INCLUDE,ORG,ORG,News
FORD,F150_RAPTOR,OVERHAUL,ORG,PRODUCT,News
SHELL,EARNINGS,ADJUST,ORG,ORG,News
KRAFT_HEINZ,PLANTERS_PEANUTS,SELL,ORG,ORG,News
THE_SUPREME_COURT,SPORTS,LEGALIZE,ORG,ORG,News
DIALOG_SEMICONDUCTOR,RENESAS,BUY,GPE,GPE,News
EARNINGS,GENERAL_MOTORS,REPORT,ORG,ORG,News
EMPLOYERS,6.6,HIRE,GPE,PRODUCT,News
FIRMS,HIRING,SLASH,ORG,PERSON,News
KELLEN_BROWNING,REPORTING,CONTRIBUTE,PERSON,ORG,News
LOS_ANGELES,JANET_HEROLD,REASSIGN,GPE,PERSON,News
WORKERS,JOBS,LOSE,ORG,PERSON,News
GET_REPORT,GENERAL_MOTORS,RETHINK,ORG,ORG,News
EXPECTATIONS,STOCKS,RALLY,PERSON,PERSON,News
TARGETS,BANKS,RESTORE,NORP,ORG,News
NATWEST,BARCLAYS,FOLLOW,ORG,PERSON,News
BOLIDEN_AB,5.4,GAIN,ORG,PRODUCT,News
BIDEN,BUTTIGIEG,HOST,PERSON,PERSON,News
MOMENTUM,TRUMP,IMPEACH,PRODUCT,ORG,News
GET_REPORT,EARNINGS,POST,ORG,ORG,News
EMPLOYERS,WORKERS,REIMBURSE,GPE,ORG,News
GREENVISION_ACQUISITION_CORP.,CAPITAL,USE,ORG,ORG,News
2020,HELBIZ,GENERATE,PRODUCT,GPE,News
APPLE,APPLE_APP_STORE,INTRODUCE,ORG,ORG,News
COVID19,CHINA,HIT,PERSON,GPE,News
CAPACITY,GROWTH,CAPTURE,ORG,ORG,News
PARIS_REUTERS,JOBS,SLASH,ORG,PERSON,News
2021,SALES,HIT,PRODUCT,PRODUCT,News
DEMAND,GOODS,HOUSEHOLD,ORG,ORG,News
JUNE,VACCINATIONS,START,PRODUCT,ORG,News
COMPANIES,SERVICES,SQUEEZE,ORG,ORG,News
COVID19,COMPANIES,FORCE,PERSON,ORG,News
APPLE,FOCUS,PRIVACYLE,ORG,PRODUCT,News
ACTIONS,GAPS,CLOSE,PERSON,ORG,News
THE_WHITE_HOUSE,BIDEN,MEET,ORG,PERSON,News
WASHINGTON,RESEARCH,FUND,GPE,ORG,News
CONGRESS,MONEY,APPROPRIATE,ORG,ORG,News
THE_CONGRESSIONAL_BLACK_CAUCUS,YOUNG,FAVOR,ORG,ORG,News
THE_WHITE_HOUSE,PRODUCTS,PRODUCE,ORG,ORG,News
CHAIR_JEROME_POWELL,LAWMAKERS,TELL,PERSON,PERSON,News
STELLANTIS,THE_FREE_PRESS,REFER,NORP,ORG,News
ANALYST_DAN_IVES,MODEL_Y,LOWESTPRICE,PERSON,PRODUCT,News
HYUNDAI,BUYING,INCREASE,ORG,NORP,News
HYUNDAI,SUPPLIERS,DIVERSIFY,ORG,NORP,News
HYUNDAI,INVENTORY,CHECK,ORG,ORG,News
NATIONS,BIDEN,WORK,ORG,PERSON,News
BIDEN,CHINA,MENTION,PERSON,GPE,News
LAWMAKERS,THE_WHITE_HOUSE,URGE,PERSON,ORG,News
FORD,INVENTORY,REDUCE,ORG,ORG,News
STEPS,U.S.,PROTECT,PERSON,GPE,News
MAKERS,SHORTAGES,FACE,ORG,ORG,News
THE_FEDERAL_RESERVE,CASH,PUMP,ORG,PERSON,News
ARCIAGA,CASH,PAY,GPE,PERSON,News
PLANTS,MACALUSO,SHUTTER,ORG,PERSON,News
COVID,MEXICO,IMPACT,PERSON,PERSON,News
CONSUMERS,MONEY,SAVE,GPE,ORG,News
THINGS,PRODUCTS,BUY,GPE,ORG,News
SUPPLY,DEMAND,OUTWEIGH,ORG,ORG,News
THE_U.S.,JOHNSON,APPROVE,ORG,PERSON,News
MANUFACTURERS,DEMAND,MEET,ORG,ORG,News
INVESTMENT,MANUFACTURERS,BOOST,ORG,ORG,News
THE_TRUMP_ADMINISTRATION,SMIC,PLACE,ORG,ORG,News
MARVELL_TECHNOLOGY_GROUP,REVENUE,REPORT,ORG,PRODUCT,News
SHORTAGES,FORD_MOTOR_CO,SLASH,ORG,ORG,News
THE_COMPANY,TIME,GROW,ORG,ORG,News
JONATHAN,WEVE,TRACK,PERSON,PERSON,News
BARON,CNBC,TELL,PERSON,ORG,News
GENERAL_MOTORS,DOWNTIME,EXTEND,ORG,ORG,News
THE_COMPANY,DOWNTIME,EXTEND,ORG,ORG,News
PRODUCTS,CHIPS,DESTINE,ORG,ORG,News
CHIPS,DATA,STORE,ORG,ORG,News
AMAZON,CHIPS,USE,ORG,ORG,News
SMIC,APPLIED_MATERIALS,COUNT,ORG,ORG,News
XPENG,NUMBERS,REPORT,PERSON,ORG,News
XPENG,SHARES,SELL,PERSON,PERSON,News
EARNINGS,INTEL,REPORT,ORG,ORG,News
COMPANIES,CHIPS,DESIGN,ORG,ORG,News
CHIP_SHORTAGES,INTEL,EXPECT,PERSON,ORG,News
EMPLOYERS,PAY,BOOST,GPE,GPE,News
CONGRESS,AMERICANS,INCENTIVIZE,ORG,NORP,News
AMERICANS,INFLATION,EXPECT,NORP,ORG,News
CHINA,TSMC,PRESS,GPE,ORG,News
TAIPEI,BEIJING,BLAME,ORG,GPE,News
HALL,CNN_BUSINESS,TELL,PERSON,ORG,News
TAIWAN,GET_REPORT,BENEFIT,GPE,ORG,News
MANUFACTURERS,JOB_OPENINGS,FILL,ORG,ORG,News
SINGAPORE,BROADCOM,DOMICILE,GPE,ORG,News
MODELS,AMERICANS,BUY,PERSON,NORP,News
REBECCA_BELLAN,YOUNG,INTERVIEW,PERSON,ORG,News
MOORHEAD,TECHCRUNCH,TELL,ORG,ORG,News
MANUFACTURERS,BILLIONS,PUMP,ORG,GPE,News
CONSUMERS,VEHICLES,BUY,GPE,GPE,News
TEXAS,FOAM,RAMP,GPE,PERSON,News
JABLONSKI,THESTREET,TELL,PERSON,NORP,News
INTEL_CORP_INTC.O,GLOBALFOUNDRIES,ACQUIRE,ORG,ORG,News
TONSOR,MARKETWATCH,TELL,PERSON,ORG,News
VALUE,MONEY,SAVE,PERSON,ORG,News
COLE_VILLENA,BUSINESS,COVER,GPE,GPE,News
JIM_CRAMER,THE_COMPANY,FOUND,PERSON,ORG,News
SUBSCRIPTIONS,VALUE,PROVIDE,ORG,PERSON,News
JORDAN,EARNINGS,DELIVER,GPE,ORG,News
GET_REPORT,EARNINGS,JAWDROPPING,ORG,ORG,News
JUNE,REUTERSTORU_HANAIEXPORTS,RISE,PRODUCT,ORG,News
CONSUMERS,BRANDS,REMAIN,GPE,ORG,News
DOWNTIME,NISSAN,SCHEDULE,ORG,ORG,News
RIVIAN,CUSTOMERS,TELL,NORP,ORG,News
